order_id;customer_id;orderdate;employee_id;deliverydate
202;44;28-11-2019;10;01-12-2019
203;44;16-12-2021;2;19-12-2021
204;49;19-12-2019;1;22-12-2019
205;47;28-09-2020;8;01-10-2020
206;45;21-01-2021;8;24-01-2021
207;34;07-02-2021;6;10-02-2021
208;23;02-02-2020;2;05-02-2020
209;2;24-03-2020;9;27-03-2020
210;23;22-12-2020;9;25-12-2020
211;24;29-07-2022;6;01-08-2022
212;41;17-08-2022;2;20-08-2022
213;33;08-06-2021;6;11-06-2021
214;2;15-06-2021;5;18-06-2021
215;2;09-07-2022;1;12-07-2022
216;47;04-07-2020;6;07-07-2020
217;26;22-07-2020;10;25-07-2020
218;26;17-05-2020;8;20-05-2020
219;47;28-03-2022;1;31-03-2022
220;37;02-03-2021;7;05-03-2021
221;26;14-02-2021;8;17-02-2021
222;22;03-08-2022;9;06-08-2022
223;30;17-04-2021;2;20-04-2021
224;19;22-02-2022;8;25-02-2022
225;38;18-04-2020;7;21-04-2020
226;24;21-05-2020;4;24-05-2020
227;18;01-04-2021;6;04-04-2021
228;38;23-11-2019;2;26-11-2019
229;40;23-06-2021;4;26-06-2021
230;3;15-03-2021;4;18-03-2021
231;38;22-07-2021;10;25-07-2021
232;4;26-06-2022;10;29-06-2022
233;15;22-06-2020;6;25-06-2020
234;8;25-06-2020;5;28-06-2020
235;36;28-01-2021;5;31-01-2021
236;13;24-10-2021;4;27-10-2021
237;39;08-02-2022;6;11-02-2022
238;4;23-06-2020;8;26-06-2020
239;50;04-10-2020;8;07-10-2020
240;50;12-03-2020;3;15-03-2020
241;46;30-11-2021;8;03-12-2021
242;44;25-04-2022;10;28-04-2022
243;30;11-01-2022;2;14-01-2022
244;42;01-10-2019;7;04-10-2019
245;1;15-09-2019;1;18-09-2019
246;34;31-10-2020;10;03-11-2020
247;6;26-05-2020;7;29-05-2020
248;47;04-04-2021;2;07-04-2021
249;48;08-06-2021;7;11-06-2021
250;33;03-02-2022;7;06-02-2022
251;50;02-12-2019;9;05-12-2019
252;38;25-08-2021;1;28-08-2021
253;34;12-05-2021;10;15-05-2021
254;1;29-01-2022;10;01-02-2022
255;32;13-05-2021;4;16-05-2021
256;37;02-09-2020;2;05-09-2020
257;7;25-12-2019;10;28-12-2019
258;14;06-04-2020;6;09-04-2020
259;23;19-06-2021;6;22-06-2021
260;38;30-10-2021;8;02-11-2021
261;6;26-01-2021;10;29-01-2021
262;29;17-05-2022;4;20-05-2022
263;14;01-05-2020;10;04-05-2020
264;49;20-04-2022;3;23-04-2022
265;40;12-03-2021;6;15-03-2021
266;10;03-08-2022;1;06-08-2022
267;24;22-12-2020;8;25-12-2020
268;9;28-08-2020;2;31-08-2020
269;6;12-10-2021;9;15-10-2021
270;22;14-09-2021;3;17-09-2021
271;12;22-12-2021;7;25-12-2021
272;26;05-05-2022;9;08-05-2022
273;27;17-04-2021;7;20-04-2021
274;39;17-06-2022;4;20-06-2022
275;29;09-07-2020;1;12-07-2020
276;1;02-01-2020;9;05-01-2020
277;30;01-12-2019;9;04-12-2019
278;25;09-01-2020;10;12-01-2020
279;16;01-12-2021;4;04-12-2021
280;23;15-01-2022;5;18-01-2022
281;26;02-12-2021;6;05-12-2021
282;3;20-04-2022;9;23-04-2022
283;6;07-01-2021;8;10-01-2021
284;29;03-07-2020;1;06-07-2020
285;1;04-04-2022;5;07-04-2022
286;2;13-03-2020;3;16-03-2020
287;6;16-07-2021;2;19-07-2021
288;2;19-04-2020;9;22-04-2020
289;42;08-07-2020;8;11-07-2020
290;15;08-04-2022;2;11-04-2022
291;26;09-09-2019;3;12-09-2019
292;43;19-07-2022;7;22-07-2022
293;24;27-12-2019;5;30-12-2019
294;12;25-02-2021;7;28-02-2021
295;39;03-07-2020;3;06-07-2020
296;23;24-04-2021;8;27-04-2021
297;18;01-04-2020;10;04-04-2020
298;17;10-09-2021;2;13-09-2021
299;25;16-08-2021;2;19-08-2021
300;45;09-04-2020;8;12-04-2020
301;32;20-02-2020;9;23-02-2020
302;6;31-01-2022;7;03-02-2022
303;14;14-12-2020;2;17-12-2020
304;14;30-09-2020;2;03-10-2020
305;28;09-11-2019;5;12-11-2019
306;7;23-02-2021;4;26-02-2021
307;19;07-07-2022;5;10-07-2022
308;40;13-08-2022;3;16-08-2022
309;23;17-04-2021;5;20-04-2021
310;31;29-07-2022;8;01-08-2022
311;47;07-02-2021;2;10-02-2021
312;39;29-08-2022;7;01-09-2022
313;43;01-09-2022;1;04-09-2022
314;8;26-09-2019;2;29-09-2019
315;22;07-08-2020;10;10-08-2020
316;13;03-05-2021;2;06-05-2021
317;21;09-06-2020;6;12-06-2020
318;20;06-05-2020;2;09-05-2020
319;22;05-01-2021;8;08-01-2021
320;4;11-06-2021;7;14-06-2021
321;13;12-12-2020;4;15-12-2020
322;37;23-04-2020;7;26-04-2020
323;4;01-05-2021;8;04-05-2021
324;11;01-10-2019;3;04-10-2019
325;49;10-03-2021;9;13-03-2021
326;44;29-03-2022;10;01-04-2022
327;23;13-10-2020;10;16-10-2020
328;18;08-03-2021;2;11-03-2021
329;49;15-12-2020;10;18-12-2020
330;16;27-07-2022;6;30-07-2022
331;12;26-10-2019;10;29-10-2019
332;27;07-10-2020;2;10-10-2020
333;34;01-03-2020;9;04-03-2020
334;25;16-03-2021;10;19-03-2021
335;24;12-12-2019;6;15-12-2019
336;32;02-01-2021;9;05-01-2021
337;24;16-08-2020;4;19-08-2020
338;14;30-08-2021;9;02-09-2021
339;44;17-02-2021;5;20-02-2021
340;4;04-11-2021;6;07-11-2021
341;32;25-08-2021;6;28-08-2021
342;32;08-03-2021;1;11-03-2021
343;7;23-11-2020;1;26-11-2020
344;14;04-09-2022;8;07-09-2022
345;39;31-03-2021;10;03-04-2021
346;10;05-08-2021;2;08-08-2021
347;29;03-03-2021;1;06-03-2021
348;38;01-03-2021;3;04-03-2021
349;20;01-05-2021;2;04-05-2021
350;34;03-06-2020;5;06-06-2020
351;47;03-04-2021;7;06-04-2021
352;35;06-01-2021;9;09-01-2021
353;4;15-08-2020;9;18-08-2020
354;29;25-06-2021;2;28-06-2021
355;6;15-04-2022;5;18-04-2022
356;25;27-07-2021;7;30-07-2021
357;2;09-08-2020;5;12-08-2020
358;41;22-07-2020;10;25-07-2020
359;48;13-11-2020;3;16-11-2020
360;28;29-10-2020;6;01-11-2020
361;27;24-01-2021;4;27-01-2021
362;4;14-01-2022;8;17-01-2022
363;37;04-01-2021;2;07-01-2021
364;30;24-08-2021;6;27-08-2021
365;39;17-04-2022;4;20-04-2022
366;3;15-12-2019;1;18-12-2019
367;47;15-03-2021;2;18-03-2021
368;24;20-02-2020;7;23-02-2020
369;12;27-11-2021;1;30-11-2021
370;11;03-04-2022;5;06-04-2022
371;10;23-05-2020;4;26-05-2020
372;32;29-07-2020;4;01-08-2020
373;2;17-03-2022;3;20-03-2022
374;5;15-08-2021;10;18-08-2021
375;11;11-07-2022;5;14-07-2022
376;37;10-06-2020;3;13-06-2020
377;25;10-06-2021;4;13-06-2021
378;40;07-05-2021;10;10-05-2021
379;21;28-09-2020;4;01-10-2020
380;40;19-06-2020;10;22-06-2020
381;29;17-05-2022;6;20-05-2022
382;37;23-05-2022;6;26-05-2022
383;21;22-12-2020;10;25-12-2020
384;32;26-02-2021;6;01-03-2021
385;30;11-06-2020;10;14-06-2020
386;48;31-12-2021;9;03-01-2022
387;23;14-07-2021;2;17-07-2021
388;4;23-12-2021;5;26-12-2021
389;5;23-05-2020;10;26-05-2020
390;16;26-04-2021;8;29-04-2021
391;33;05-02-2022;4;08-02-2022
392;41;10-12-2021;7;13-12-2021
393;37;11-09-2020;10;14-09-2020
394;45;28-10-2019;7;31-10-2019
395;22;19-05-2020;7;22-05-2020
396;43;04-06-2021;8;07-06-2021
397;37;18-07-2022;6;21-07-2022
398;19;13-02-2021;5;16-02-2021
399;9;16-04-2020;8;19-04-2020
400;49;24-03-2020;10;27-03-2020
401;36;24-05-2022;7;27-05-2022
402;6;04-11-2019;7;07-11-2019
403;11;20-05-2021;6;23-05-2021
404;25;06-06-2022;2;09-06-2022
405;20;30-06-2021;3;03-07-2021
406;25;01-05-2022;6;04-05-2022
407;1;28-04-2020;2;01-05-2020
408;4;18-04-2020;5;21-04-2020
409;19;18-05-2020;6;21-05-2020
410;46;24-05-2020;8;27-05-2020
411;10;25-12-2019;3;28-12-2019
412;37;07-08-2020;3;10-08-2020
413;39;22-07-2021;3;25-07-2021
414;16;22-08-2022;9;25-08-2022
415;5;13-06-2022;3;16-06-2022
416;47;17-10-2020;5;20-10-2020
417;40;06-03-2021;4;09-03-2021
418;18;01-01-2021;2;04-01-2021
419;1;19-05-2022;6;22-05-2022
420;47;17-03-2022;1;20-03-2022
421;46;18-10-2020;8;21-10-2020
422;2;01-04-2021;6;04-04-2021
423;43;28-09-2020;1;01-10-2020
424;5;05-01-2020;1;08-01-2020
425;7;10-01-2020;2;13-01-2020
426;23;15-12-2020;7;18-12-2020
427;10;23-08-2021;2;26-08-2021
428;24;06-04-2021;6;09-04-2021
429;7;24-01-2021;2;27-01-2021
430;42;14-06-2021;9;17-06-2021
431;43;19-07-2020;6;22-07-2020
432;1;20-07-2020;6;23-07-2020
433;20;27-03-2020;4;30-03-2020
434;23;19-11-2019;7;22-11-2019
435;30;30-03-2022;9;02-04-2022
436;16;15-01-2020;2;18-01-2020
437;11;01-01-2022;8;04-01-2022
438;9;13-06-2022;2;16-06-2022
439;7;03-08-2021;10;06-08-2021
440;30;28-04-2020;9;01-05-2020
441;11;20-11-2020;5;23-11-2020
442;31;29-12-2020;1;01-01-2021
443;32;24-04-2021;1;27-04-2021
444;24;30-12-2019;9;02-01-2020
445;28;11-10-2019;2;14-10-2019
446;24;01-03-2020;5;04-03-2020
447;18;25-01-2022;5;28-01-2022
448;27;14-10-2020;5;17-10-2020
449;28;30-06-2022;4;03-07-2022
450;22;05-09-2022;4;08-09-2022
451;24;06-04-2021;10;09-04-2021
452;24;18-09-2020;9;21-09-2020
453;19;09-09-2020;3;12-09-2020
454;19;09-02-2021;2;12-02-2021
455;29;09-02-2021;8;12-02-2021
456;42;17-06-2022;4;20-06-2022
457;41;12-05-2020;9;15-05-2020
458;11;19-07-2022;4;22-07-2022
459;9;13-07-2022;3;16-07-2022
460;42;03-07-2022;1;06-07-2022
461;49;11-12-2019;1;14-12-2019
462;43;07-04-2021;10;10-04-2021
463;46;02-07-2020;3;05-07-2020
464;21;20-10-2020;1;23-10-2020
465;44;21-09-2019;8;24-09-2019
466;17;15-05-2022;9;18-05-2022
467;18;03-04-2022;6;06-04-2022
468;24;13-09-2021;3;16-09-2021
469;15;22-12-2020;8;25-12-2020
470;37;31-05-2020;8;03-06-2020
471;14;15-06-2021;9;18-06-2021
472;15;16-08-2021;6;19-08-2021
473;4;18-09-2021;1;21-09-2021
474;45;10-11-2019;7;13-11-2019
475;39;06-08-2020;5;09-08-2020
476;19;09-01-2020;9;12-01-2020
477;42;04-10-2019;5;07-10-2019
478;36;20-12-2019;7;23-12-2019
479;7;15-07-2020;6;18-07-2020
480;5;04-05-2021;9;07-05-2021
481;44;11-02-2021;7;14-02-2021
482;30;29-08-2020;3;01-09-2020
483;25;28-07-2021;10;31-07-2021
484;33;20-11-2019;4;23-11-2019
485;1;12-05-2020;6;15-05-2020
486;14;11-04-2021;5;14-04-2021
487;2;11-05-2022;6;14-05-2022
488;1;11-04-2020;2;14-04-2020
489;47;09-04-2022;2;12-04-2022
490;27;07-05-2022;2;10-05-2022
491;16;24-04-2020;3;27-04-2020
492;49;25-04-2022;3;28-04-2022
493;48;11-06-2022;7;14-06-2022
494;6;20-01-2021;3;23-01-2021
495;45;13-09-2020;7;16-09-2020
496;25;30-05-2020;6;02-06-2020
497;48;13-09-2019;2;16-09-2019
498;16;20-07-2022;1;23-07-2022
499;41;14-02-2021;8;17-02-2021
500;9;22-05-2022;8;25-05-2022
501;38;06-07-2021;5;09-07-2021
502;43;16-08-2021;7;19-08-2021
503;27;30-08-2020;10;02-09-2020
504;27;22-01-2021;5;25-01-2021
505;13;19-02-2021;3;22-02-2021
506;46;05-10-2021;5;08-10-2021
507;16;14-03-2022;8;17-03-2022
508;27;31-05-2022;4;03-06-2022
509;48;03-09-2020;10;06-09-2020
510;37;04-05-2022;5;07-05-2022
511;35;19-08-2021;5;22-08-2021
512;1;10-04-2021;6;13-04-2021
513;50;14-03-2020;7;17-03-2020
514;44;23-03-2022;2;26-03-2022
515;47;25-01-2020;1;28-01-2020
516;26;07-08-2022;1;10-08-2022
517;45;28-08-2022;3;31-08-2022
518;43;21-09-2019;1;24-09-2019
519;10;12-10-2021;7;15-10-2021
520;9;22-09-2021;8;25-09-2021
521;1;05-04-2021;7;08-04-2021
522;11;26-03-2020;2;29-03-2020
523;29;07-07-2021;7;10-07-2021
524;46;07-07-2020;2;10-07-2020
525;46;27-08-2022;1;30-08-2022
526;12;06-08-2022;10;09-08-2022
527;10;02-12-2020;7;05-12-2020
528;4;26-06-2021;2;29-06-2021
529;38;14-04-2022;9;17-04-2022
530;14;02-06-2020;4;05-06-2020
531;13;16-09-2020;6;19-09-2020
532;45;30-04-2020;3;03-05-2020
533;30;19-12-2021;7;22-12-2021
534;24;13-05-2020;1;16-05-2020
535;40;21-09-2020;9;24-09-2020
536;26;24-08-2021;3;27-08-2021
537;48;01-07-2022;3;04-07-2022
538;2;10-07-2021;7;13-07-2021
539;45;06-05-2021;3;09-05-2021
540;50;22-05-2020;7;25-05-2020
541;42;15-09-2019;9;18-09-2019
542;36;16-11-2020;6;19-11-2020
543;14;24-10-2021;5;27-10-2021
544;33;03-11-2021;8;06-11-2021
545;16;21-05-2021;7;24-05-2021
546;24;15-11-2021;4;18-11-2021
547;27;27-01-2021;10;30-01-2021
548;10;02-09-2020;6;05-09-2020
549;2;10-10-2021;9;13-10-2021
550;29;23-02-2022;9;26-02-2022
551;18;16-01-2020;2;19-01-2020
552;4;05-11-2020;2;08-11-2020
553;16;18-02-2022;5;21-02-2022
554;49;18-03-2020;10;21-03-2020
555;46;23-12-2019;6;26-12-2019
556;21;09-07-2020;3;12-07-2020
557;19;25-10-2019;1;28-10-2019
558;29;06-05-2021;1;09-05-2021
559;48;03-10-2019;7;06-10-2019
560;6;17-01-2022;2;20-01-2022
561;50;25-11-2021;7;28-11-2021
562;21;20-07-2021;9;23-07-2021
563;35;28-11-2020;1;01-12-2020
564;43;08-11-2020;3;11-11-2020
565;26;24-12-2019;1;27-12-2019
566;29;04-11-2020;10;07-11-2020
567;12;13-07-2022;10;16-07-2022
568;32;19-07-2022;10;22-07-2022
569;27;30-12-2020;8;02-01-2021
570;12;25-01-2022;5;28-01-2022
571;16;18-03-2020;10;21-03-2020
572;15;01-07-2020;7;04-07-2020
573;29;03-10-2019;2;06-10-2019
574;43;15-02-2022;6;18-02-2022
575;11;27-07-2020;8;30-07-2020
576;22;26-09-2019;2;29-09-2019
577;32;04-09-2021;7;07-09-2021
578;2;13-10-2020;9;16-10-2020
579;44;12-07-2022;7;15-07-2022
580;35;10-05-2022;2;13-05-2022
581;46;03-10-2019;1;06-10-2019
582;18;30-10-2021;10;02-11-2021
583;2;20-07-2021;7;23-07-2021
584;41;26-11-2019;7;29-11-2019
585;17;15-12-2021;8;18-12-2021
586;25;16-11-2021;9;19-11-2021
587;44;12-12-2019;7;15-12-2019
588;41;22-08-2021;10;25-08-2021
589;28;12-01-2022;10;15-01-2022
590;17;28-06-2022;8;01-07-2022
591;40;29-08-2020;10;01-09-2020
592;45;11-06-2020;3;14-06-2020
593;48;10-10-2021;3;13-10-2021
594;34;16-11-2019;9;19-11-2019
595;7;09-10-2019;2;12-10-2019
596;48;12-04-2020;7;15-04-2020
597;34;14-07-2022;2;17-07-2022
598;36;02-09-2020;7;05-09-2020
599;39;16-01-2021;9;19-01-2021
600;13;30-06-2021;9;03-07-2021
601;49;23-11-2021;6;26-11-2021
602;46;21-03-2022;1;24-03-2022
603;39;28-07-2022;1;31-07-2022
604;25;23-11-2020;5;26-11-2020
605;20;02-10-2020;4;05-10-2020
606;14;20-07-2022;8;23-07-2022
607;24;27-09-2021;6;30-09-2021
608;33;27-04-2022;8;30-04-2022
609;35;02-06-2020;2;05-06-2020
610;34;06-07-2020;2;09-07-2020
611;16;14-03-2022;5;17-03-2022
612;24;20-09-2019;7;23-09-2019
613;48;22-10-2019;3;25-10-2019
614;13;19-11-2019;8;22-11-2019
615;34;20-09-2020;8;23-09-2020
616;38;28-02-2020;9;02-03-2020
617;42;21-07-2020;1;24-07-2020
618;11;14-01-2021;8;17-01-2021
619;50;23-11-2020;10;26-11-2020
620;6;10-01-2022;8;13-01-2022
621;29;03-05-2021;3;06-05-2021
622;40;03-08-2021;6;06-08-2021
623;25;12-12-2019;9;15-12-2019
624;37;07-10-2020;10;10-10-2020
625;11;23-07-2020;3;26-07-2020
626;36;08-03-2020;4;11-03-2020
627;5;03-01-2021;8;06-01-2021
628;30;25-08-2022;2;28-08-2022
629;28;11-10-2019;6;14-10-2019
630;5;02-01-2022;10;05-01-2022
631;3;04-08-2021;10;07-08-2021
632;41;10-02-2020;5;13-02-2020
633;17;29-04-2022;1;02-05-2022
634;37;06-01-2020;2;09-01-2020
635;22;19-03-2022;2;22-03-2022
636;30;01-06-2020;8;04-06-2020
637;14;12-12-2019;5;15-12-2019
638;45;16-07-2021;6;19-07-2021
639;24;29-12-2019;9;01-01-2020
640;11;30-07-2021;7;02-08-2021
641;47;26-09-2020;3;29-09-2020
642;38;03-12-2021;5;06-12-2021
643;9;17-12-2019;1;20-12-2019
644;46;19-06-2021;10;22-06-2021
645;50;12-11-2019;9;15-11-2019
646;38;19-06-2021;3;22-06-2021
647;2;20-09-2021;1;23-09-2021
648;30;06-10-2019;9;09-10-2019
649;20;24-09-2021;10;27-09-2021
650;49;05-07-2020;1;08-07-2020
651;40;18-02-2021;3;21-02-2021
652;30;16-10-2020;1;19-10-2020
653;43;30-09-2021;9;03-10-2021
654;21;29-05-2021;8;01-06-2021
655;22;20-09-2019;1;23-09-2019
656;26;03-11-2020;10;06-11-2020
657;21;27-11-2019;2;30-11-2019
658;17;01-07-2021;2;04-07-2021
659;14;06-06-2022;3;09-06-2022
660;47;03-05-2020;1;06-05-2020
661;35;29-11-2020;10;02-12-2020
662;28;02-06-2022;2;05-06-2022
663;36;01-12-2019;3;04-12-2019
664;17;25-08-2020;9;28-08-2020
665;46;26-10-2021;1;29-10-2021
666;49;18-02-2022;10;21-02-2022
667;7;21-08-2022;9;24-08-2022
668;27;10-03-2022;4;13-03-2022
669;6;03-04-2022;7;06-04-2022
670;34;05-11-2020;10;08-11-2020
671;4;18-09-2020;10;21-09-2020
672;2;27-11-2021;2;30-11-2021
673;36;17-12-2021;6;20-12-2021
674;5;02-08-2022;1;05-08-2022
675;39;09-07-2020;8;12-07-2020
676;32;27-10-2019;7;30-10-2019
677;18;08-02-2021;5;11-02-2021
678;29;17-09-2019;9;20-09-2019
679;1;06-11-2020;2;09-11-2020
680;34;23-08-2022;6;26-08-2022
681;44;17-10-2021;7;20-10-2021
682;24;07-08-2022;4;10-08-2022
683;37;19-11-2021;2;22-11-2021
684;49;10-06-2022;3;13-06-2022
685;37;02-10-2019;2;05-10-2019
686;41;18-04-2022;4;21-04-2022
687;37;15-04-2020;10;18-04-2020
688;10;03-11-2021;9;06-11-2021
689;31;05-11-2021;3;08-11-2021
690;2;08-01-2021;5;11-01-2021
691;20;08-09-2021;1;11-09-2021
692;28;13-07-2021;7;16-07-2021
693;37;05-03-2022;9;08-03-2022
694;42;30-07-2020;8;02-08-2020
695;28;15-10-2021;10;18-10-2021
696;27;11-11-2019;6;14-11-2019
697;31;19-08-2020;8;22-08-2020
