order_id;product_id;quantity
14501;3;8
12097;18;49
14594;15;50
11552;4;59
12366;3;26
13270;5;11
11177;17;78
12654;16;22
13219;12;43
13413;6;64
12818;13;44
11304;11;40
13026;18;32
11616;18;69
10106;15;33
12777;19;79
11538;18;77
10399;10;44
10457;16;34
14487;8;71
12377;10;93
10394;20;36
13315;13;34
10214;9;26
12864;13;14
14581;16;38
10057;13;36
11333;5;18
10233;20;92
11669;12;91
13665;9;57
14640;5;89
11196;11;20
11072;14;76
13973;9;29
10246;19;34
11268;16;60
12013;20;65
11157;7;10
10094;8;67
11137;16;62
14569;16;39
14495;20;98
10642;20;75
13249;6;92
11749;8;68
14295;18;63
10521;4;37
13224;6;94
11914;4;85
14396;17;50
10527;7;71
10681;11;74
10210;7;32
12378;16;6
14951;13;94
12831;9;71
10310;9;88
13461;7;7
10274;18;65
14914;9;16
10887;15;25
13034;4;52
13609;10;34
13062;18;98
14979;19;21
12619;14;56
10594;5;82
13487;13;70
12872;10;76
12559;14;95
13017;13;61
14957;4;22
11743;19;71
10097;9;60
10737;16;66
11272;1;7
10558;3;39
14435;17;72
11389;11;27
14004;11;60
10577;7;89
10491;1;80
14283;18;73
14556;14;60
11861;20;50
14785;18;97
13501;19;77
12473;16;24
13993;20;49
13457;2;4
11424;2;4
11216;6;66
10742;8;80
11873;4;44
14457;20;95
10053;19;55
14567;17;47
13514;11;76
11647;17;72
10261;9;81
10463;6;33
13561;15;78
14206;11;76
10856;7;88
13137;7;71
12670;5;16
14204;3;13
10165;8;97
10117;15;3
11074;9;33
13202;16;86
13171;3;2
13586;16;12
14979;7;26
13271;16;52
11227;1;58
14174;20;17
14575;9;56
13360;17;24
13490;10;86
11720;11;78
11158;19;53
13822;7;32
11296;4;78
10924;10;4
11502;9;77
10068;8;77
11003;8;13
13588;19;95
11435;6;14
10379;1;68
14326;8;40
12494;18;68
12630;2;89
12839;5;59
11370;17;77
11547;5;33
11795;19;20
13783;4;73
14548;15;85
12043;12;89
12337;19;18
13388;2;55
10922;2;45
13424;12;78
12134;3;78
13806;13;58
13382;2;54
14854;2;2
11465;4;64
11308;7;75
14263;10;93
12645;5;98
11287;6;58
10863;2;69
10515;10;45
14547;5;30
13212;12;89
12058;3;12
10908;5;80
12541;1;98
10867;18;39
12555;10;13
12100;2;76
11866;1;91
10610;14;58
13281;19;25
13893;10;44
12701;13;47
14362;20;84
10133;16;38
13354;6;80
12637;10;50
13625;15;100
13717;1;29
12699;4;51
12064;17;40
14176;5;4
14053;13;91
11915;16;6
13947;12;81
12437;14;72
10868;8;93
14952;15;87
13749;10;93
13786;8;19
11723;16;52
13583;6;38
11548;17;63
14751;2;52
14218;1;61
13793;15;88
14913;6;14
12001;14;63
13303;16;84
14059;10;58
11866;14;47
11417;17;63
13504;11;47
12402;12;49
13261;9;39
11885;3;22
11964;8;80
11692;12;42
14418;12;96
11743;1;69
14183;13;78
10686;8;5
14207;5;31
12554;5;37
14294;19;71
11853;12;80
13748;3;74
11522;17;22
11546;4;72
12506;18;83
14719;2;8
13463;11;58
13929;6;81
11732;1;1
11107;11;8
12065;10;28
12019;19;87
12443;7;54
11857;12;41
14046;2;11
10590;6;33
10548;2;96
12215;13;9
10774;18;2
13044;13;47
11273;13;54
14016;15;28
11939;15;4
11826;8;96
14135;20;54
12318;16;3
14555;14;38
12397;12;72
13444;20;57
10168;15;11
13627;12;36
10478;14;57
10225;8;48
11895;10;49
14664;17;80
10515;2;8
13034;15;10
13742;3;27
11808;18;5
14714;16;81
11535;1;64
14560;15;34
13844;18;96
12106;18;17
14665;7;27
13020;3;97
14494;2;38
11467;6;69
13455;6;100
13310;17;30
14890;8;86
12966;3;22
12853;12;79
13078;2;65
13835;3;17
13616;16;65
10689;4;51
10989;3;36
14797;1;89
12247;16;45
11347;12;48
12893;1;67
11662;5;19
12626;12;13
12744;18;85
12602;17;81
12687;16;72
11733;19;58
12463;3;91
14421;5;23
12419;10;28
14284;6;49
10427;19;75
12935;11;35
12284;16;59
12996;4;95
11386;16;30
14549;19;73
11135;9;37
11132;20;99
11132;17;50
10454;16;6
12713;1;18
12830;10;72
11575;1;39
13263;4;57
11039;14;41
14502;14;82
14890;3;38
14810;12;32
13571;5;32
13253;10;16
11927;4;88
13865;5;91
14668;2;34
10908;11;72
12887;11;29
13997;11;22
10227;6;96
12455;13;37
13758;9;76
10413;6;88
13915;5;64
10843;20;8
13460;19;90
11475;1;16
12667;17;93
11847;1;76
14264;1;66
11292;16;11
12047;13;83
11246;13;41
12111;7;41
13723;16;32
13413;5;37
12332;12;92
13813;1;1
12320;14;67
14709;11;76
11883;1;20
13091;10;97
12764;6;65
11873;1;99
11401;7;78
14900;10;61
12186;2;18
12484;9;79
12464;5;73
11378;16;74
12766;3;4
13901;9;65
13301;9;47
11115;20;38
12419;20;66
10767;7;51
11407;8;82
12594;18;45
14576;10;44
13278;20;71
13352;5;26
11397;2;16
13755;19;5
11620;13;96
13117;13;85
14389;3;56
11524;17;87
11042;5;34
12766;18;47
12171;5;6
10276;11;6
14400;5;41
14804;1;47
10016;17;3
13952;14;85
13739;13;47
12702;20;55
11994;13;74
13394;19;63
11877;9;44
13525;12;96
10169;7;18
13756;8;96
14189;3;6
12909;7;54
11435;8;59
11863;2;94
11601;6;40
10984;20;14
14051;14;53
13051;16;53
10100;16;77
10886;10;62
14490;2;57
11391;7;8
14646;1;12
10525;10;64
12811;20;56
11633;5;70
12613;11;16
14780;8;35
12797;8;22
13754;5;41
14725;19;25
14016;9;41
11154;3;79
13647;1;100
12011;5;7
13669;5;67
10378;14;80
12777;1;14
14799;3;13
12618;11;58
14223;1;65
10382;20;52
13564;9;74
10752;14;15
10264;17;67
11460;10;45
10616;17;43
13332;20;1
13206;18;60
12066;19;69
14603;4;78
11334;4;56
13257;14;28
12489;9;41
11483;16;36
13302;10;81
10312;16;8
13885;6;61
11228;14;55
10020;20;36
13174;7;32
11396;13;76
13359;1;87
12084;19;54
12994;18;72
10226;2;33
11231;8;75
14277;10;22
10704;9;1
12816;17;34
11146;7;35
12767;12;1
10077;8;70
13292;1;82
10302;13;48
12960;3;36
12757;5;62
14336;7;42
13431;14;28
13646;14;22
13896;17;53
10261;6;28
11148;18;68
14930;17;57
11270;3;47
12978;11;65
13898;19;57
10102;2;26
12981;3;45
13604;17;35
13653;20;29
12435;5;38
12079;20;31
11880;9;25
14271;5;93
13819;12;97
11290;12;45
13581;16;74
13821;9;87
11160;17;54
10722;19;5
14637;16;83
13605;20;3
10015;9;9
10592;10;64
12740;15;60
14858;12;7
14395;18;72
12022;1;60
14672;6;64
10792;4;40
14472;18;39
11505;10;73
12931;19;31
14227;20;73
13564;6;77
12880;9;24
11815;16;84
11901;3;5
13200;11;74
11331;1;51
13897;12;44
11085;20;79
12141;8;4
11801;7;29
14030;19;58
13602;6;94
13537;15;33
12681;18;70
11259;8;93
12079;2;62
14703;9;3
13896;19;63
14236;11;42
10882;12;87
12130;12;28
11363;2;82
12792;14;43
10881;8;1
11471;13;27
12434;17;97
13564;10;8
12376;17;12
12735;11;42
13224;12;88
13307;10;77
13435;17;48
10860;14;32
14732;9;42
12858;5;48
14025;18;100
14892;15;1
11556;16;93
10293;1;50
10865;20;66
12000;2;15
11704;8;4
12050;5;87
10410;7;59
12291;20;71
13956;16;56
11443;12;65
14632;4;78
10092;14;11
11346;2;74
12114;5;18
12478;9;58
10580;9;3
13227;3;61
12288;15;90
13220;9;49
14540;18;45
12005;9;75
12170;11;20
12460;2;26
11725;1;51
13386;16;6
10725;4;89
13485;7;77
14692;7;33
12624;13;18
13939;6;58
10922;13;26
13781;15;39
11636;4;9
11354;4;25
14133;16;93
11931;3;38
13238;20;20
14979;18;56
13957;10;53
10871;15;63
11129;15;75
13599;5;22
10472;16;47
10637;3;86
14199;7;65
12260;12;95
10815;2;54
13584;19;41
11468;7;68
14876;6;35
14460;18;91
14135;19;11
10731;5;96
13041;19;36
11354;17;52
13788;1;59
14451;8;55
10022;19;73
13254;18;12
10783;15;15
11003;3;69
12846;18;8
13638;8;53
13731;20;62
11955;13;43
10508;11;55
10598;11;76
12428;3;36
14693;12;4
11375;17;72
10532;16;51
10542;10;79
12819;7;69
13389;12;1
11843;1;39
11473;4;47
14008;4;92
10083;9;39
13689;12;71
12280;14;83
14536;7;62
14308;10;59
11606;6;21
14504;1;3
13608;18;74
10918;6;6
12706;1;51
14500;18;89
14103;3;19
11302;19;100
12139;13;25
14238;11;77
12040;17;97
12690;15;77
13250;16;61
11630;7;45
10099;18;5
13891;10;48
12565;4;10
12297;9;29
12696;6;45
10892;9;64
11163;8;70
14303;9;3
11423;20;36
14018;17;83
10225;10;75
14438;1;87
13915;15;60
13156;6;36
14521;18;76
10904;4;10
13915;11;38
13748;17;24
12471;18;56
13285;12;34
11493;16;42
12231;17;87
10675;15;8
11910;20;58
12632;6;77
10656;2;34
10752;18;74
10480;9;24
12968;17;74
10853;10;62
11196;3;22
14465;2;36
14667;7;83
13853;16;75
13098;16;51
10304;18;28
14512;16;52
10925;4;28
10118;4;75
10378;10;56
11542;11;8
13757;19;97
13184;15;84
14940;9;77
10085;12;68
12254;9;98
12247;14;40
11836;13;15
10409;6;24
11153;19;66
14262;7;8
13367;2;99
14556;1;77
11074;15;85
10150;17;82
11430;7;29
11172;3;86
11963;5;61
11709;13;5
11270;6;51
14492;14;30
11648;15;21
10728;14;67
12022;16;27
12399;1;47
12413;3;78
13029;5;78
14272;9;75
10604;17;35
11180;16;48
14521;12;25
11357;2;59
10119;19;40
11729;9;29
13910;9;50
12195;3;72
12130;5;86
14461;17;75
11226;4;32
13356;16;64
10295;17;42
13428;2;32
14562;2;27
14916;2;62
12415;5;72
12589;10;67
12913;14;49
13327;9;58
14406;6;43
11939;18;86
13133;16;34
10800;8;49
10495;17;40
10487;4;19
13373;15;24
14331;19;81
12390;9;55
14671;1;63
10238;20;44
13257;4;31
12545;5;41
10285;8;48
10847;1;71
13076;18;82
14058;18;87
14620;6;8
14466;15;48
12286;19;87
14113;7;86
13441;4;76
10136;17;10
13738;6;71
11445;3;88
12149;5;4
14661;10;18
11684;8;41
10089;9;60
11800;18;66
12013;20;88
12962;14;89
14032;16;19
10413;20;68
10896;19;23
12654;16;59
13031;10;34
11048;9;99
13407;8;88
13158;3;76
14472;2;71
11690;8;12
13405;8;62
14352;13;100
14578;17;13
13819;11;45
13837;4;39
10497;11;43
14230;14;82
11759;13;70
13287;9;59
12627;8;56
13566;3;8
14449;2;51
10513;7;56
14742;14;98
11147;16;72
10400;12;52
14744;12;62
12690;6;63
11208;8;3
12161;7;73
10727;5;98
12452;3;34
11351;18;9
10930;5;100
11041;16;78
14320;19;57
14362;15;87
10454;3;93
11489;12;76
12907;8;9
13230;7;73
12779;3;99
11550;11;68
12625;19;70
13008;7;35
14203;1;94
14031;3;99
13803;11;63
11886;17;25
14583;13;29
14212;15;98
10385;15;91
14675;3;90
14014;4;17
11068;5;93
11043;13;29
12217;10;92
12668;6;8
12285;3;42
10555;19;44
13562;1;15
13267;17;74
15000;1;41
12976;14;26
11276;11;66
14722;13;76
13583;11;11
13544;9;52
14908;17;53
10867;20;87
11274;5;46
10980;4;82
10533;10;52
12313;9;33
13543;7;41
13742;10;40
14955;4;88
14039;16;81
14930;7;6
12872;14;30
11884;14;14
11079;7;60
14899;1;89
10414;15;42
10144;16;67
11244;14;92
13454;12;45
12987;19;59
14350;17;13
14669;3;59
11434;19;87
13160;13;81
12677;11;33
13701;17;49
14779;16;55
10420;13;100
13917;14;62
10131;6;98
13356;2;6
14910;18;36
13943;16;2
14139;8;3
14366;7;12
12990;11;66
10322;2;85
13973;9;63
10902;14;64
12370;13;27
11934;8;12
11516;1;10
11411;7;12
14447;1;100
13555;13;35
10108;14;51
11369;7;62
10168;9;91
12713;4;32
13252;11;100
13861;20;8
12119;1;59
12319;11;15
11199;9;48
10490;17;74
14161;8;9
12509;14;43
11598;20;13
13359;5;51
11114;8;99
12166;12;13
10597;6;100
12785;4;68
12625;20;81
13763;2;65
10340;2;2
13208;11;99
10243;12;22
12732;2;34
13015;8;82
12021;3;90
14642;19;52
11451;17;96
12766;6;87
14740;7;47
11579;12;75
12342;7;95
10076;19;54
10601;18;100
10853;3;9
14401;9;90
12503;18;91
11545;19;31
13050;18;70
14428;5;53
10217;12;66
10764;8;28
13299;2;8
14240;6;69
11717;20;90
12981;6;5
14415;5;6
14739;13;16
13520;15;41
10018;7;5
11181;1;28
13999;20;30
13933;15;38
11360;13;43
14010;16;66
13634;7;1
12504;7;66
10717;4;27
12833;4;71
14128;18;56
14881;12;93
10252;15;47
11397;14;56
12605;1;64
11644;17;17
12990;16;27
14558;4;49
10193;13;20
13161;6;26
13002;20;16
10905;19;87
14990;4;61
11114;16;35
11131;15;23
12959;17;96
13989;4;36
13735;2;35
14094;17;77
12141;20;33
13429;2;55
11938;10;81
12880;12;77
14853;8;43
14348;10;76
12053;10;57
12506;7;54
13272;7;29
10009;8;3
11061;4;40
12251;11;83
12154;1;40
14675;13;53
10750;15;4
14369;3;67
12809;11;73
10372;4;46
10088;11;63
14391;6;15
14140;6;17
12286;2;43
14097;16;67
13632;7;18
10933;20;25
12579;10;60
14624;6;62
12324;20;86
12767;18;42
12216;11;23
14586;3;7
14111;7;65
13209;18;51
14452;2;79
13320;5;75
11943;6;39
11118;18;77
14899;8;49
10930;3;54
12370;1;96
12835;7;71
11540;4;46
13117;9;34
12624;1;65
10649;13;89
11157;4;62
12028;8;60
14341;13;29
10601;8;72
11585;12;86
10045;8;92
12991;18;74
12017;6;26
10930;17;87
14266;19;85
13595;11;28
10854;14;86
12920;1;66
12016;15;11
11589;19;51
11683;12;22
11122;1;70
11947;9;37
13021;4;84
14178;7;61
10369;17;35
12513;8;19
12223;15;52
14003;2;33
11592;9;43
13719;9;18
11223;8;85
13318;1;53
10464;7;41
13833;11;11
14394;10;83
14171;8;67
11119;15;91
11704;16;50
10131;20;79
10796;2;98
14794;18;17
14689;2;52
14669;18;53
12593;11;48
14293;3;60
11336;3;65
13915;1;93
11973;16;41
11028;19;50
12745;5;35
14015;11;61
10068;19;14
10439;18;59
12826;7;14
14591;2;29
11639;14;42
11361;3;27
12755;2;4
12257;16;65
14183;6;48
12946;12;29
13588;16;61
10329;12;61
14925;9;68
14966;17;49
14523;4;85
12930;4;81
13957;5;58
10393;20;21
12514;10;5
11409;16;41
10863;3;25
11725;9;60
11756;7;33
12751;1;6
14502;17;10
12636;11;70
12742;16;60
