order_id;customer_id;orderdate;employee_id
195;76;2020-12-13;7
196;55;2022-03-26;5
197;71;2020-06-26;4
198;167;2021-06-27;9
199;83;2020-10-06;6
200;130;2022-06-12;2
201;188;2020-06-11;2
202;28;2021-12-23;6
203;95;2023-02-13;8
204;90;2022-10-12;4
205;104;2022-07-29;4
206;91;2022-01-18;3
207;192;2020-04-17;5
208;114;2021-10-12;9
209;109;2021-12-20;6
210;73;2022-02-12;9
211;30;2022-05-31;8
212;92;2023-04-10;4
213;104;2023-02-09;6
214;165;2021-12-19;8
215;30;2020-05-06;7
216;44;2021-01-11;2
217;111;2021-09-29;4
218;179;2022-02-12;10
219;190;2022-02-14;1
220;25;2022-10-03;3
221;143;2021-01-23;1
222;85;2022-01-25;1
223;191;2021-01-03;6
224;62;2021-05-15;2
225;31;2022-08-10;5
226;151;2021-04-21;9
227;141;2020-05-22;6
228;96;2021-09-20;3
229;20;2020-05-19;3
230;123;2020-07-31;2
231;120;2020-11-07;7
232;147;2023-03-01;6
233;128;2021-10-15;2
234;126;2021-05-19;4
235;180;2022-09-12;3
236;195;2020-09-29;6
237;48;2020-08-07;2
238;90;2022-05-12;6
239;1;2022-10-08;3
240;27;2022-06-20;7
241;188;2021-05-07;9
242;45;2020-09-26;1
243;34;2020-11-30;7
244;27;2022-11-10;2
245;36;2022-01-17;1
246;32;2021-04-14;8
247;124;2022-02-10;2
248;10;2023-02-08;10
249;91;2021-11-21;5
250;138;2022-01-01;4
251;188;2021-04-29;1
252;48;2022-07-07;3
253;103;2021-03-17;8
254;191;2023-03-15;3
255;101;2021-07-19;3
256;110;2021-04-22;2
257;197;2021-06-06;1
258;47;2021-07-19;2
259;96;2021-04-02;2
260;178;2022-10-29;9
261;70;2021-03-07;2
262;51;2020-10-05;3
263;61;2023-01-11;4
264;161;2020-09-23;9
265;194;2022-11-24;3
266;163;2021-01-30;6
267;13;2022-01-09;9
268;137;2020-09-21;2
269;170;2020-09-09;4
270;41;2023-02-16;6
271;142;2021-11-30;8
272;176;2021-12-25;5
273;95;2021-05-05;9
274;86;2022-04-14;2
275;54;2020-07-27;8
276;99;2021-03-03;10
277;139;2020-08-24;5
278;195;2021-06-20;2
279;127;2021-07-21;2
280;50;2022-07-17;6
281;159;2023-02-12;6
282;26;2022-08-27;3
283;10;2022-05-26;6
284;138;2021-01-14;3
285;104;2021-03-04;10
286;152;2022-01-15;3
287;167;2021-10-12;10
288;53;2020-12-29;8
289;138;2020-10-19;1
290;43;2022-11-07;7
291;143;2022-01-17;1
292;83;2022-09-28;6
293;107;2021-08-21;8
294;194;2022-01-04;2
295;102;2022-05-31;9
296;116;2021-01-08;6
297;101;2022-08-31;4
298;63;2020-09-01;7
299;59;2020-07-06;6
300;30;2022-03-20;10
301;169;2023-04-05;6
302;23;2022-06-06;4
303;59;2022-11-21;3
304;81;2022-12-29;3
305;94;2022-01-20;1
306;151;2022-04-21;5
307;157;2022-04-05;4
308;22;2021-03-23;4
309;146;2020-05-12;1
310;171;2021-10-09;4
311;93;2022-05-28;2
312;67;2022-03-27;8
313;198;2023-04-13;5
314;22;2022-01-04;2
315;199;2020-11-16;9
316;127;2022-06-28;5
317;179;2022-08-09;8
318;18;2022-04-18;6
319;193;2023-03-24;7
320;72;2023-01-24;2
321;143;2021-11-09;10
322;160;2022-04-27;2
323;188;2021-03-22;1
324;69;2022-10-14;4
325;10;2020-04-22;9
326;76;2021-01-09;6
327;120;2022-11-14;6
328;24;2020-04-28;7
329;182;2022-08-15;9
330;178;2022-04-19;3
331;3;2020-09-21;1
332;46;2022-12-21;9
333;122;2020-08-13;10
334;159;2023-03-04;5
335;98;2020-12-29;3
336;199;2020-09-22;7
337;56;2022-07-18;6
338;52;2022-03-18;3
339;166;2022-02-06;3
340;170;2021-11-07;9
341;23;2022-05-24;9
342;73;2021-11-24;9
343;156;2022-06-06;5
344;142;2021-03-04;1
345;5;2021-03-14;2
346;182;2021-02-03;9
347;99;2022-03-24;10
348;93;2021-04-24;6
349;152;2022-04-27;7
350;45;2020-07-14;5
351;97;2022-12-21;2
352;9;2022-09-17;8
353;192;2020-06-15;5
354;64;2020-09-02;7
355;143;2020-06-24;7
356;93;2020-07-07;1
357;186;2021-09-29;3
358;148;2022-02-27;2
359;187;2020-11-07;10
360;44;2022-01-10;7
361;131;2021-07-17;3
362;182;2023-02-23;5
363;164;2021-08-24;2
364;170;2020-11-22;7
365;36;2021-02-15;4
366;191;2022-12-24;2
367;193;2023-04-06;9
368;123;2023-01-27;8
369;65;2021-10-20;2
370;44;2023-03-26;5
371;66;2021-12-06;2
372;27;2020-10-12;8
373;107;2021-01-27;5
374;162;2022-07-25;2
375;94;2020-07-27;9
376;16;2020-09-11;10
377;52;2021-12-14;3
378;119;2022-07-12;9
379;179;2022-12-18;8
380;77;2021-08-02;3
381;159;2021-11-09;2
382;77;2022-04-08;2
383;63;2020-05-03;7
384;160;2022-02-08;5
385;149;2023-02-17;9
386;117;2022-06-05;4
387;136;2022-12-11;1
388;75;2022-02-23;4
389;60;2022-08-17;3
390;50;2021-11-14;2
391;132;2020-07-05;2
392;170;2022-09-11;6
393;68;2022-07-08;5
394;1;2021-08-23;1
395;199;2021-11-08;3
396;6;2021-11-26;4
397;157;2023-03-15;6
398;5;2020-11-06;6
399;90;2022-02-21;8
400;24;2020-09-30;5
401;15;2021-12-30;4
402;2;2021-11-17;8
403;174;2023-03-11;4
404;77;2023-02-19;10
405;54;2022-04-26;3
406;69;2021-03-28;2
407;123;2021-07-25;10
408;91;2022-06-09;5
409;189;2020-07-01;1
410;156;2021-02-25;1
411;168;2020-12-06;1
412;21;2022-08-09;1
413;196;2022-11-23;5
414;58;2022-07-05;5
415;27;2022-02-12;10
416;94;2022-09-15;9
417;57;2022-03-10;3
418;171;2021-04-02;2
419;63;2020-07-03;4
420;185;2021-05-21;6
421;78;2022-09-15;5
422;44;2021-07-13;6
423;38;2022-07-02;10
424;79;2022-02-04;1
425;36;2022-09-25;5
426;102;2020-06-07;8
427;175;2022-03-27;10
428;137;2022-05-02;8
429;187;2020-11-09;4
430;11;2021-08-13;2
431;152;2021-01-02;5
432;130;2022-07-12;10
433;29;2022-07-26;10
434;127;2020-12-09;8
435;41;2021-12-23;8
436;86;2022-09-01;7
437;11;2021-10-19;7
438;129;2020-04-16;1
439;19;2021-05-05;6
440;154;2021-05-12;5
441;115;2020-08-03;3
442;95;2022-09-05;5
443;161;2021-06-26;6
444;127;2021-09-29;10
445;45;2023-03-26;10
446;115;2021-10-22;7
447;118;2021-04-14;10
448;170;2022-05-15;2
449;18;2021-01-05;7
450;92;2022-10-11;7
451;56;2020-11-30;8
452;67;2022-03-29;6
453;148;2022-05-11;8
454;86;2022-09-06;7
455;120;2021-08-22;9
456;101;2020-04-21;8
457;10;2023-04-10;6
458;112;2021-07-24;5
459;144;2023-01-22;6
460;117;2022-11-24;9
461;124;2020-05-05;5
462;195;2022-04-22;9
463;10;2023-01-14;6
464;184;2021-02-10;7
465;136;2021-07-20;2
466;96;2022-06-18;3
467;147;2020-05-15;3
468;50;2022-04-26;10
469;31;2023-01-06;6
470;183;2020-08-19;6
471;109;2020-11-08;5
472;3;2023-01-20;3
473;111;2022-07-21;2
474;169;2022-12-01;3
475;116;2023-03-20;6
476;51;2020-10-15;8
477;141;2022-03-25;9
478;60;2021-08-20;5
479;59;2022-03-19;4
480;81;2021-02-02;3
481;156;2020-06-04;1
482;185;2021-02-18;7
483;190;2021-06-08;4
484;5;2022-06-08;5
485;7;2020-07-15;4
486;170;2020-09-09;4
487;134;2021-05-04;9
488;44;2021-08-12;1
489;120;2020-05-22;4
490;49;2022-10-16;2
491;54;2021-03-16;10
492;160;2021-06-09;4
493;26;2020-12-20;4
494;49;2021-11-03;6
495;96;2022-03-19;10
496;6;2022-06-19;5
497;37;2022-10-10;5
498;101;2021-05-23;6
499;96;2022-01-05;6
500;183;2020-09-13;5
501;71;2021-11-14;5
502;168;2021-07-19;7
503;4;2022-02-04;2
504;10;2020-12-29;1
505;72;2021-06-11;4
506;182;2020-10-28;3
507;106;2021-11-22;6
508;79;2021-09-17;8
509;177;2022-02-15;2
510;84;2022-12-01;3
511;176;2021-05-27;4
512;168;2020-08-26;5
513;67;2021-03-24;2
514;15;2022-03-17;6
515;27;2022-04-26;9
516;183;2022-09-22;3
517;33;2021-06-25;4
518;157;2020-08-06;6
519;77;2020-12-30;5
520;106;2021-04-05;6
521;147;2021-11-04;3
522;119;2020-05-20;1
523;32;2021-09-06;2
524;113;2022-02-28;5
525;44;2020-10-28;1
526;82;2023-02-25;8
527;67;2020-12-07;4
528;166;2023-02-18;9
529;198;2022-10-31;3
530;158;2022-01-29;10
531;108;2022-09-15;7
532;155;2020-09-19;10
533;142;2021-11-06;10
534;77;2020-09-01;6
535;163;2022-01-03;2
536;138;2020-09-27;4
537;149;2022-12-12;1
538;58;2020-10-27;9
539;19;2020-09-29;8
540;135;2023-01-12;3
541;86;2021-09-14;9
542;60;2023-03-28;1
543;183;2021-06-04;1
544;169;2022-03-29;4
545;50;2022-05-28;5
546;186;2020-10-02;7
547;67;2022-02-11;8
548;24;2022-04-11;9
549;2;2021-03-08;8
550;179;2020-05-14;3
551;5;2021-10-13;3
552;194;2021-11-14;1
553;87;2022-08-07;5
554;84;2020-08-27;7
555;43;2020-05-08;7
556;187;2022-10-07;2
557;131;2020-10-31;1
558;84;2021-03-01;8
559;49;2022-10-17;1
560;24;2022-07-09;3
561;158;2023-02-03;2
562;12;2020-12-17;10
563;13;2020-06-19;1
564;5;2020-12-30;10
565;40;2021-12-28;10
566;37;2021-06-16;2
567;200;2020-05-30;7
568;74;2021-07-20;3
569;181;2022-10-22;4
570;134;2021-09-25;7
571;87;2020-09-07;3
572;89;2022-02-24;5
573;150;2023-01-29;3
574;150;2023-01-12;10
575;183;2022-07-13;7
576;117;2022-02-28;4
577;54;2021-12-19;9
578;7;2021-01-29;7
579;172;2021-02-25;6
580;193;2023-03-07;5
581;53;2021-11-16;3
582;70;2020-12-07;8
583;2;2023-01-18;8
584;151;2022-05-23;4
585;178;2022-06-12;10
586;88;2021-06-15;4
587;126;2021-05-02;4
588;6;2021-06-08;8
589;135;2020-06-30;8
590;180;2020-09-19;4
591;186;2021-05-20;2
592;62;2023-03-06;8
593;154;2020-10-25;9
594;183;2021-03-02;9
595;72;2020-12-28;5
596;55;2021-06-09;3
597;186;2022-06-21;7
598;98;2020-06-26;6
599;14;2021-03-15;4
600;169;2021-05-06;10
601;135;2021-03-11;3
602;165;2021-07-23;3
603;10;2021-07-07;1
604;126;2021-05-11;1
605;124;2021-11-27;9
606;107;2021-03-18;4
607;54;2022-08-26;4
608;138;2020-08-11;4
609;155;2022-04-01;7
610;122;2022-04-13;9
611;36;2022-08-06;8
612;6;2021-04-09;1
613;79;2021-01-20;6
614;47;2021-04-18;5
615;7;2021-01-04;6
616;34;2021-02-27;6
617;102;2021-06-16;9
618;87;2022-11-11;1
619;32;2021-05-18;10
620;156;2022-04-06;9
621;170;2020-05-21;5
622;138;2021-09-09;10
623;104;2021-01-30;10
624;12;2021-12-12;3
625;131;2022-04-07;8
626;21;2021-02-26;10
627;182;2021-12-17;7
628;147;2021-08-04;3
629;47;2023-01-25;1
630;141;2021-04-16;9
631;141;2020-09-08;7
632;56;2021-08-27;7
633;36;2022-03-04;5
634;15;2022-04-22;5
635;0;2021-10-08;6
636;183;2021-12-04;9
637;165;2023-01-27;2
638;98;2022-04-16;8
639;32;2021-04-05;10
640;47;2022-08-17;5
641;66;2020-08-04;3
642;161;2022-03-11;3
643;82;2020-05-05;6
644;7;2020-08-17;1
645;13;2020-07-06;6
646;133;2022-05-20;7
647;182;2020-05-31;9
648;20;2022-05-22;7
649;179;2020-12-14;5
650;119;2021-12-27;7
651;70;2020-05-11;7
652;55;2023-04-15;3
653;25;2020-06-14;2
654;86;2021-01-01;10
655;98;2021-10-01;10
656;92;2020-08-02;7
657;155;2020-10-24;8
658;36;2020-05-06;6
659;134;2022-01-10;8
660;40;2021-08-11;8
661;176;2020-10-09;9
662;100;2022-12-01;9
663;82;2022-06-29;10
664;135;2021-06-22;5
665;48;2020-06-26;2
666;77;2021-05-22;10
667;51;2022-01-15;4
668;144;2021-12-30;3
669;140;2020-12-18;5
670;49;2022-07-04;2
671;182;2023-03-24;1
672;187;2021-06-20;10
673;107;2022-06-02;10
674;89;2021-07-07;1
675;86;2020-07-08;3
676;43;2022-02-25;6
677;0;2022-03-13;8
678;94;2022-01-24;3
679;166;2020-05-16;4
680;171;2022-06-14;7
681;178;2022-05-14;3
682;118;2023-03-29;10
683;105;2021-07-09;1
684;33;2022-09-19;3
685;8;2020-09-18;5
686;133;2020-12-30;9
687;185;2023-04-12;2
688;93;2020-11-01;7
689;126;2023-03-25;5
690;79;2022-02-14;4
691;183;2021-04-04;8
692;48;2022-12-03;9
693;149;2022-07-01;2
694;33;2023-04-10;7
695;147;2022-04-13;1
696;126;2022-07-27;10
697;126;2023-03-03;4
698;126;2021-01-04;2
699;99;2021-08-30;9
700;125;2020-05-02;8
701;29;2021-01-20;10
702;122;2020-07-22;7
703;81;2021-11-13;4
704;72;2022-06-14;1
705;79;2022-10-20;9
706;141;2020-11-21;6
707;77;2021-02-22;3
708;123;2021-06-07;10
709;1;2021-01-21;1
710;59;2022-12-11;4
711;46;2020-08-20;8
712;110;2022-03-25;9
713;113;2022-03-19;9
714;127;2021-09-26;7
715;176;2021-09-13;10
716;82;2022-02-17;9
717;68;2021-07-04;3
718;198;2022-01-02;2
719;5;2020-09-24;5
720;73;2022-10-20;3
721;92;2020-08-30;8
722;165;2020-06-16;2
723;59;2022-10-27;1
724;49;2021-02-10;2
725;106;2022-08-19;7
726;56;2022-08-28;4
727;90;2022-08-21;9
728;64;2021-02-13;8
729;121;2022-01-14;9
730;7;2022-02-18;5
731;68;2022-05-06;6
732;6;2020-07-24;10
733;51;2022-05-22;7
734;6;2021-01-02;9
735;152;2020-05-13;9
736;184;2021-11-21;1
737;98;2020-04-25;3
738;176;2021-10-31;8
739;50;2022-09-16;4
740;117;2021-10-16;5
741;93;2020-10-01;2
742;15;2021-08-02;9
743;110;2020-09-05;10
744;73;2021-12-20;3
745;135;2022-03-10;7
746;88;2020-07-03;10
747;2;2022-06-24;4
748;22;2023-02-10;1
749;176;2022-02-24;3
750;96;2021-04-25;4
751;112;2020-04-25;1
752;18;2022-01-31;4
753;71;2022-12-28;2
754;77;2021-04-10;1
755;132;2022-10-09;2
756;168;2021-04-27;9
757;96;2021-01-11;2
758;66;2022-08-02;7
759;153;2020-04-30;1
760;9;2021-12-31;9
761;189;2021-05-13;9
762;6;2021-05-04;3
763;81;2021-10-06;8
764;32;2020-10-13;10
765;90;2022-02-07;2
766;121;2021-08-06;8
767;21;2021-10-13;2
768;77;2022-10-22;5
769;88;2021-10-23;2
770;121;2021-09-05;6
771;81;2021-05-06;6
772;38;2021-05-23;4
773;60;2022-12-06;8
774;98;2021-11-29;2
775;66;2021-11-22;2
776;14;2022-09-29;10
777;149;2022-03-03;1
778;51;2023-01-03;5
779;147;2023-01-16;3
780;99;2021-03-06;4
781;148;2020-10-13;5
782;167;2021-07-05;4
783;169;2021-04-08;10
784;200;2020-12-09;2
785;85;2022-05-14;8
786;16;2021-01-15;1
787;169;2022-05-04;9
788;159;2020-08-27;1
789;174;2022-02-03;1
790;66;2022-01-22;1
791;9;2021-11-27;6
792;118;2021-09-21;2
793;122;2022-02-20;4
794;58;2022-05-03;9
795;195;2021-06-20;8
796;141;2020-08-03;8
797;160;2020-04-18;2
798;192;2021-07-31;6
799;181;2021-08-13;5
800;69;2021-05-26;7
801;46;2022-07-13;10
802;133;2022-11-18;6
803;128;2020-05-05;8
804;112;2020-05-29;7
805;8;2020-07-06;6
806;87;2023-01-20;5
807;52;2022-06-25;10
808;184;2022-09-16;5
809;105;2021-11-01;5
810;114;2021-05-27;10
811;1;2021-11-24;9
812;163;2021-03-24;6
813;181;2022-07-17;8
814;185;2021-12-02;10
815;189;2021-06-09;3
816;12;2020-07-13;3
817;95;2023-02-20;10
818;57;2020-12-14;2
819;127;2023-03-14;10
820;19;2021-10-20;1
821;136;2020-10-10;10
822;12;2021-03-01;1
823;42;2022-01-26;10
824;24;2021-08-24;4
825;80;2020-07-11;4
826;43;2022-05-07;6
827;95;2022-06-28;10
828;187;2023-01-25;8
829;98;2020-08-17;7
830;134;2023-03-25;3
831;144;2022-10-27;7
832;98;2021-03-02;9
833;1;2022-12-19;5
834;160;2022-06-07;3
835;137;2023-01-07;10
836;158;2021-06-30;4
837;37;2021-05-01;6
838;28;2022-07-29;9
839;71;2023-03-28;8
840;63;2020-11-17;2
841;88;2021-11-21;3
842;114;2021-01-20;7
843;92;2021-12-30;8
844;124;2020-07-18;7
845;198;2020-05-12;1
846;64;2020-04-26;1
847;55;2022-03-16;2
848;40;2022-08-02;3
849;184;2021-06-02;2
850;119;2021-02-24;3
851;42;2023-02-18;8
852;82;2020-11-06;6
853;127;2021-05-02;1
854;163;2020-07-09;4
855;74;2023-01-22;5
856;172;2022-08-28;7
857;157;2022-08-08;10
858;100;2022-08-29;9
859;157;2022-08-08;4
860;30;2021-02-13;4
861;161;2020-10-16;8
862;90;2021-02-17;9
863;187;2021-09-02;4
864;22;2021-12-31;5
865;16;2022-10-19;1
866;104;2020-05-04;4
867;8;2020-10-31;10
868;36;2021-02-11;1
869;152;2021-03-21;6
870;43;2020-12-16;2
871;133;2020-05-17;4
872;178;2022-03-03;4
873;165;2022-08-19;2
874;6;2021-12-25;10
875;188;2022-03-02;10
876;120;2020-07-11;2
877;161;2020-10-27;2
878;100;2020-09-03;3
879;189;2020-09-18;8
880;132;2021-06-06;3
881;28;2023-04-14;7
882;157;2020-10-31;6
883;66;2022-08-03;3
884;168;2020-09-29;1
885;17;2022-05-15;1
886;99;2020-11-30;4
887;148;2021-01-05;4
888;92;2021-07-12;2
889;84;2023-02-09;4
890;1;2022-12-24;7
891;161;2022-05-15;8
892;94;2021-04-23;6
893;120;2022-02-17;1
894;18;2020-09-01;6
895;30;2022-09-10;1
896;195;2020-11-16;9
897;124;2022-12-05;5
898;161;2020-10-31;3
899;63;2020-04-29;7
900;198;2021-11-30;7
901;192;2020-10-07;1
902;176;2022-04-14;3
903;21;2021-11-27;8
904;108;2021-07-24;4
905;65;2020-07-21;5
906;154;2022-07-25;4
907;131;2020-06-15;7
908;68;2021-06-07;10
909;53;2021-04-14;4
910;27;2021-12-15;1
911;130;2021-08-29;6
912;177;2021-09-30;10
913;100;2021-06-02;1
914;83;2022-11-05;3
915;43;2023-03-16;8
916;55;2023-03-23;7
917;43;2022-05-27;9
918;120;2022-06-08;6
919;74;2022-09-12;7
920;195;2022-07-15;6
921;2;2022-04-30;7
922;4;2023-04-01;6
923;101;2022-11-22;1
924;94;2021-11-08;8
925;186;2022-11-15;7
926;79;2021-03-30;1
927;91;2022-06-24;2
928;4;2022-12-02;4
929;48;2022-01-01;3
930;161;2022-01-25;8
931;139;2020-11-28;8
932;122;2022-11-18;8
933;152;2021-10-10;10
934;23;2021-08-17;6
935;150;2020-10-20;8
936;165;2022-04-18;8
937;26;2022-03-26;8
938;147;2022-07-29;1
939;14;2020-11-13;1
940;199;2022-01-07;2
941;63;2021-01-28;4
942;128;2020-08-27;4
943;58;2022-04-11;6
944;62;2023-02-25;3
945;26;2021-06-17;9
946;186;2023-02-11;4
947;19;2021-05-12;1
948;56;2022-05-28;4
949;182;2022-06-24;9
950;99;2020-08-18;5
951;47;2020-05-30;6
952;51;2022-10-04;10
953;81;2022-06-13;3
954;17;2021-12-18;3
955;32;2021-07-29;10
956;80;2022-08-11;1
957;55;2020-07-07;10
958;191;2021-01-04;5
959;77;2022-05-10;3
960;164;2020-05-17;3
961;193;2022-05-20;10
962;109;2022-11-20;10
963;68;2022-10-22;9
964;55;2022-08-07;4
965;173;2020-05-01;7
966;48;2021-06-09;9
967;184;2022-07-31;1
968;105;2022-01-01;9
969;114;2021-06-26;8
970;60;2022-11-23;5
971;12;2020-08-16;3
972;5;2021-10-07;4
973;135;2023-02-13;10
974;20;2022-10-16;1
975;91;2023-01-22;10
976;14;2022-12-25;4
977;40;2021-12-23;9
978;152;2020-08-18;1
979;42;2022-06-22;3
980;48;2023-01-11;1
981;126;2022-10-18;9
982;55;2022-08-14;9
983;135;2021-02-17;3
984;36;2022-05-04;5
985;101;2020-05-22;9
986;168;2022-09-24;1
987;121;2021-01-10;4
988;150;2020-06-29;4
989;101;2022-02-16;6
990;75;2020-11-04;10
991;134;2021-08-25;10
992;26;2021-01-04;10
993;107;2021-01-25;5
994;38;2021-08-30;10
995;8;2021-10-06;6
996;167;2023-01-28;7
997;71;2022-12-12;9
998;51;2022-12-30;2
999;127;2021-02-14;5
1000;143;2023-02-06;5
1001;35;2022-10-27;5
1002;19;2022-07-25;10
1003;167;2020-07-09;7
1004;127;2021-01-26;4
1005;75;2021-02-12;4
1006;75;2021-01-25;10
1007;49;2021-03-17;5
1008;8;2022-04-23;6
1009;163;2021-07-15;10
1010;76;2022-11-19;2
1011;148;2022-06-26;10
1012;4;2020-08-26;2
1013;158;2022-01-22;4
1014;132;2022-11-27;8
1015;165;2022-12-17;1
1016;50;2021-08-01;2
1017;77;2020-10-22;9
1018;183;2023-01-21;8
1019;175;2021-04-14;2
1020;69;2021-12-15;4
1021;94;2021-09-14;7
1022;74;2022-12-05;6
1023;172;2020-07-07;9
1024;17;2021-09-02;8
1025;191;2020-06-27;3
1026;180;2020-06-08;7
1027;14;2020-12-15;2
1028;39;2022-05-21;1
1029;158;2021-07-09;2
1030;97;2022-07-01;5
1031;88;2021-10-31;7
1032;149;2022-12-17;5
1033;198;2022-10-24;8
1034;176;2022-03-01;5
1035;120;2021-08-02;2
1036;64;2022-10-30;7
1037;71;2021-05-24;5
1038;196;2021-01-17;3
1039;1;2021-01-13;8
1040;1;2020-12-29;4
1041;65;2020-05-29;9
1042;105;2020-07-12;8
1043;94;2020-08-22;7
1044;131;2020-10-05;1
1045;2;2020-08-01;2
1046;58;2021-09-06;8
1047;10;2020-12-02;2
1048;71;2021-01-17;6
1049;123;2021-10-31;6
1050;129;2020-09-18;7
1051;72;2022-02-28;9
1052;80;2022-11-05;1
1053;55;2021-12-15;7
1054;65;2021-05-31;4
1055;86;2021-11-22;7
1056;51;2022-10-05;4
1057;135;2022-03-04;6
1058;54;2020-05-12;7
1059;196;2021-04-13;10
1060;153;2023-04-04;5
1061;135;2020-07-21;3
1062;6;2022-01-19;1
1063;49;2022-09-07;10
1064;113;2022-06-15;1
1065;128;2021-01-19;10
1066;122;2022-10-21;1
1067;10;2022-04-21;4
1068;36;2021-05-03;6
